CODE,DISPLAY,VERSION
C44.3,Skin of forehead,ICDO3_Topography
C44.3,Skin of jaw,ICDO3_Topography
C44.3,Skin of nose,ICDO3_Topography
C44.3,Skin of temple,ICDO3_Topography
C44.3,Ala nasi,ICDO3_Topography
"C44.3,""Chin, NOS"",ICDO3_Topography"
C44.3,Columnella,ICDO3_Topography
C44.3,Eyebrow,ICDO3_Topography
C44.3,Brow,ICDO3_Topography
C44.3,External cheek,ICDO3_Topography
C44.3,External nose,ICDO3_Topography
"C44.3,""Forehead, NOS"",ICDO3_Topography"
"C44.3,""Temple, NOS"",ICDO3_Topography"
"C44.3,""Skin of head, NOS"",ICDO3_Topography"
C44.4,Skin of scalp and neck,ICDO3_Topography
C44.4,Skin of neck,ICDO3_Topography
C44.4,Skin of scalp,ICDO3_Topography
"C44.4,""Scalp, NOS"",ICDO3_Topography"
C44.4,Skin of cervical region,ICDO3_Topography
C44.4,Skin of supraclavicular region,ICDO3_Topography
C44.5,Skin of trunk,ICDO3_Topography
C44.5,Skin of abdomen,ICDO3_Topography
C44.5,Skin of abdominal wall,ICDO3_Topography
C44.5,Skin of anus,ICDO3_Topography
C44.5,Skin of axilla,ICDO3_Topography
C44.5,Skin of back,ICDO3_Topography
C44.5,Skin of breast,ICDO3_Topography
C44.5,Skin of buttock,ICDO3_Topography
C44.5,Skin of chest,ICDO3_Topography
C44.5,Skin of chest wall,ICDO3_Topography
C44.5,Skin of flank,ICDO3_Topography
C44.5,Skin of groin,ICDO3_Topography
C44.5,Skin of perineum,ICDO3_Topography
C44.5,Skin of thoracic wall,ICDO3_Topography
C44.5,Skin of thorax,ICDO3_Topography
C44.5,Skin of trunk,ICDO3_Topography
C44.5,Skin of umbilicus,ICDO3_Topography
C44.5,Skin of gluteal region,ICDO3_Topography
C44.5,Skin of infraclavicular region,ICDO3_Topography
C44.5,Skin of inguinal region,ICDO3_Topography
C44.5,Skin of sacrococcygeal region,ICDO3_Topography
C44.5,Skin of scapular region,ICDO3_Topography
C44.5,Perianal skin,ICDO3_Topography
"C44.5,""Umbilicus, NOS"",ICDO3_Topography"
C44.6,Skin of upper limb and shoulder,ICDO3_Topography
C44.6,Skin of antecubital space,ICDO3_Topography
C44.6,Skin of arm,ICDO3_Topography
C44.6,Skin of elbow,ICDO3_Topography
C44.6,Skin of finger,ICDO3_Topography
C44.6,Skin of forearm,ICDO3_Topography
C44.6,Skin of hand,ICDO3_Topography
C44.6,Skin of palm,ICDO3_Topography
C44.6,Skin of shoulder,ICDO3_Topography
C44.6,Skin of thumb,ICDO3_Topography
C44.6,Skin of upper limb,ICDO3_Topography
C44.6,Skin of wrist,ICDO3_Topography
C44.6,Finger nail,ICDO3_Topography
C44.6,Palmar skin,ICDO3_Topography
C44.7,Skin of lower limb and hip,ICDO3_Topography
C44.7,Skin of ankle,ICDO3_Topography
C44.7,Skin of calf,ICDO3_Topography
C44.7,Skin of foot,ICDO3_Topography
C44.7,Skin of heel,ICDO3_Topography
C44.7,Skin of hip,ICDO3_Topography
C44.7,Skin of knee,ICDO3_Topography
C44.7,Skin of leg,ICDO3_Topography
C44.7,Skin of lower limb,ICDO3_Topography
C44.7,Skin of popliteal space,ICDO3_Topography
C44.7,Skin of thigh,ICDO3_Topography
C44.7,Skin of toe,ICDO3_Topography
C44.7,Plantar skin,ICDO3_Topography
C44.7,Sole of foot,ICDO3_Topography
C44.7,Toe nail,ICDO3_Topography
C44.8,Overlapping lesion of skin,ICDO3_Topography
"C44.9,""Skin, NOS"",ICDO3_Topography"
C47,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,ICDO3_Topography
"C47.0,""Peripheral nerves and autonomic nervous system of head, face, and neck"",ICDO3_Topography"
C47.0,Peripheral nerves and autonomic nervous system of cheek,ICDO3_Topography
C47.0,Peripheral nerves and autonomic nervous system of chin,ICDO3_Topography
C47.0,Peripheral nerves and autonomic nervous system of face,ICDO3_Topography
C47.0,Peripheral nerves and autonomic nervous system of forehead,ICDO3_Topography
C47.0,Peripheral nerves and autonomic nervous system of head,ICDO3_Topography
C47.0,Peripheral nerves and autonomic nervous system of neck,ICDO3_Topography
C47.0,Peripheral nerves and autonomic nervous system of scalp,ICDO3_Topography
C47.0,Peripheral nerves and autonomic nervous system of temple,ICDO3_Topography
C47.0,Peripheral nerves and autonomic nervous system of cervical region,ICDO3_Topography
C47.0,Peripheral nerves and autonomic nervous system of pterygoid fossa,ICDO3_Topography
C47.0,Peripheral nerves and autonomic nervous system of supraclavicular region,ICDO3_Topography
C47.0,Cervical plexus,ICDO3_Topography
C47.1,Peripheral nerves and autonomic nervous system of upper limb and shoulder,ICDO3_Topography
C47.1,Peripheral nerves and autonomic nervous system of antecubital space,ICDO3_Topography
C47.1,Peripheral nerves and autonomic nervous system of arm,ICDO3_Topography
C47.1,Peripheral nerves and autonomic nervous system of elbow,ICDO3_Topography
C47.1,Peripheral nerves and autonomic nervous system of finger,ICDO3_Topography
C47.1,Peripheral nerves and autonomic nervous system of forearm,ICDO3_Topography
C47.1,Peripheral nerves and autonomic nervous system of hand,ICDO3_Topography
C47.1,Peripheral nerves and autonomic nervous system of shoulder,ICDO3_Topography
C47.1,Peripheral nerves and autonomic nervous system of thumb,ICDO3_Topography
C47.1,Peripheral nerves and autonomic nervous system of wrist,ICDO3_Topography
C47.1,Brachial nerve,ICDO3_Topography
C47.1,Brachial plexus,ICDO3_Topography
C47.1,Median nerve,ICDO3_Topography
C47.1,Radial nerve,ICDO3_Topography
C47.1,Ulnar nerve,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of lower limb and hip,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of ankle,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of calf,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of foot,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of heel,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of hip,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of knee,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of leg,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of popliteal space,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of thigh,ICDO3_Topography
C47.2,Peripheral nerves and autonomic nervous system of toe,ICDO3_Topography
C47.2,Femoral nerve,ICDO3_Topography
C47.2,Obturator nerve,ICDO3_Topography
C47.2,Sciatic nerve,ICDO3_Topography
C47.3,Peripheral nerves and autonomic nervous system of thorax,ICDO3_Topography
C47.3,Peripheral nerves and autonomic nervous system of axilla,ICDO3_Topography
C47.3,Peripheral nerves and autonomic nervous system of chest,ICDO3_Topography
C47.3,Peripheral nerves and autonomic nervous system of chest wall,ICDO3_Topography
C47.3,Peripheral nerves and autonomic nervous system of thoracic wall,ICDO3_Topography
C47.3,Peripheral nerves and autonomic nervous system of infraclavicular region,ICDO3_Topography
C47.3,Peripheral nerves and autonomic nervous system of scapular region,ICDO3_Topography
C47.3,Intercostal nerve,ICDO3_Topography
C47.4,Peripheral nerves and autonomic nervous system of abdomen,ICDO3_Topography
C47.4,Peripheral nerves and autonomic nervous system of abdominal wall,ICDO3_Topography
C47.4,Peripheral nerves and autonomic nervous system of umbilicus,ICDO3_Topography
C47.5,Peripheral nerves and autonomic nervous system of pelvis,ICDO3_Topography
C47.5,Peripheral nerves and autonomic nervous system of buttock,ICDO3_Topography
C47.5,Peripheral nerves and autonomic nervous system of groin,ICDO3_Topography
C47.5,Peripheral nerves and autonomic nervous system of perineum,ICDO3_Topography
C47.5,Peripheral nerves and autonomic nervous system of gluteal region,ICDO3_Topography
C47.5,Peripheral nerves and autonomic nervous system of inguinal region,ICDO3_Topography
C47.5,Peripheral nerves and autonomic nervous system of sacrococcygeal region,ICDO3_Topography
C47.5,Lumbosacral plexus,ICDO3_Topography
C47.5,Sacral nerve,ICDO3_Topography
C47.5,Sacral plexus,ICDO3_Topography
"C47.6,""Peripheral nerves and autonomic nervous system of trunk, NOS"",ICDO3_Topography"
C47.6,Peripheral nerves and autonomic nervous system of back,ICDO3_Topography
C47.6,Peripheral nerves and autonomic nervous system of flank,ICDO3_Topography
C47.6,Peripheral nerves and autonomic nervous system of trunk,ICDO3_Topography
C47.6,Lumbar nerve,ICDO3_Topography
C47.8,Overlapping lesion of peripheral nerves and autonomic nervous system,ICDO3_Topography
"C47.9,""Autonomic nervous system, NOS"",ICDO3_Topography"
"C47.9,""Ganglia, NOS"",ICDO3_Topography"
"C47.9,""Nerve, NOS"",ICDO3_Topography"
"C47.9,""Parasympathetic nervous system, NOS"",ICDO3_Topography"
"C47.9,""Peripheral nerve, NOS"",ICDO3_Topography"
"C47.9,""Spinal nerve, NOS"",ICDO3_Topography"
"C47.9,""Sympathetic nervous system, NOS"",ICDO3_Topography"
C48,RETROPERITONEUM AND PERITONEUM,ICDO3_Topography
C48.0,Retroperitoneum,ICDO3_Topography
C48.0,Periadrenal tissue,ICDO3_Topography
C48.0,Perinephric tissue,ICDO3_Topography
C48.0,Peripancreatic tissue,ICDO3_Topography
C48.0,Perirenal tissue,ICDO3_Topography
C48.0,Retrocecal tissue,ICDO3_Topography
C48.0,Retroperitoneal tissue,ICDO3_Topography
C48.1,Specified parts of peritoneum,ICDO3_Topography
C48.1,Mesentery,ICDO3_Topography
C48.1,Mesoappendix,ICDO3_Topography
C48.1,Mesocolon,ICDO3_Topography
C48.1,Omentum,ICDO3_Topography
C48.1,Pelvic peritoneum,ICDO3_Topography
C48.1,Rectouterine pouch,ICDO3_Topography
C48.1,Cul de sac,ICDO3_Topography
C48.1,Pouch of Douglas,ICDO3_Topography
"C48.2,""Peritoneum, NOS"",ICDO3_Topography"
C48.2,Peritoneal cavity,ICDO3_Topography
C48.8,Overlapping lesion of retroperitoneum and peritoneum,ICDO3_Topography
"C49,""CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of head, face, and neck"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of cheek"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of chin"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of face"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of forehead"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of head"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of neck"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of scalp"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of temple"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of cervical region"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of pterygoid fossa"",ICDO3_Topography"
"C49.0,""Connective, subcutaneous and other soft tissues of supraclavicular region"",ICDO3_Topography"
C49.0,Auricular cartilage,ICDO3_Topography
C49.0,Cartilage of ear,ICDO3_Topography
C49.0,Carotid artery,ICDO3_Topography
C49.0,Masseter muscle,ICDO3_Topography
C49.0,Sternocleidomastoid muscle,ICDO3_Topography
"C49.1,""Connective, subcutaneous and other soft tissues of upper limb and shoulder"",ICDO3_Topography"
"C49.1,""Connective, subcutaneous and other soft tissues of antecubital space"",ICDO3_Topography"
"C49.1,""Connective, subcutaneous and other soft tissues of arm"",ICDO3_Topography"
"C49.1,""Connective, subcutaneous and other soft tissues of elbow"",ICDO3_Topography"
"C49.1,""Connective, subcutaneous and other soft tissues of finger"",ICDO3_Topography"
"C49.1,""Connective, subcutaneous and other soft tissues of forearm"",ICDO3_Topography"
"C49.1,""Connective, subcutaneous and other soft tissues of hand"",ICDO3_Topography"
"C49.1,""Connective, subcutaneous and other soft tissues of shoulder"",ICDO3_Topography"
"C49.1,""Connective, subcutaneous and other soft tissues of thumb"",ICDO3_Topography"
"C49.1,""Connective, subcutaneous and other soft tissues of wrist"",ICDO3_Topography"
C49.1,Biceps brachii muscle,ICDO3_Topography
C49.1,Brachialis muscle,ICDO3_Topography
C49.1,Coracobrachialis muscle,ICDO3_Topography
C49.1,Deltoideus muscle,ICDO3_Topography
C49.1,Palmar aponeurosis,ICDO3_Topography
C49.1,Palmar fascia,ICDO3_Topography
C49.1,Radial artery,ICDO3_Topography
C49.1,Triceps brachii muscle,ICDO3_Topography
C49.1,Ulnar artery,ICDO3_Topography
"C49.2,""Connective, subcutaneous and other soft tissues of lower limb and hip"",ICDO3_Topography"
"C49.2,""Connective, subcutaneous and other soft tissues of ankle"",ICDO3_Topography"
"C49.2,""Connective, subcutaneous and other soft tissues of calf"",ICDO3_Topography"
"C49.2,""Connective, subcutaneous and other soft tissues of foot"",ICDO3_Topography"
"C49.2,""Connective, subcutaneous and other soft tissues of heel"",ICDO3_Topography"
"C49.2,""Connective, subcutaneous and other soft tissues of hip"",ICDO3_Topography"
"C49.2,""Connective, subcutaneous and other soft tissues of knee"",ICDO3_Topography"
"C49.2,""Connective, subcutaneous and other soft tissues of leg"",ICDO3_Topography"
"C49.2,""Connective, subcutaneous and other soft tissues of popliteal space"",ICDO3_Topography"
"C49.2,""Connective, subcutaneous and other soft tissues of thigh"",ICDO3_Topography"
"C49.2,""Connective, subcutaneous and other soft tissues of toe"",ICDO3_Topography"
C49.2,Biceps femoris muscle,ICDO3_Topography
C49.2,Femoral artery,ICDO3_Topography
C49.2,Gastrocnemius muscle,ICDO3_Topography
C49.2,Plantar aponeurosis,ICDO3_Topography
C49.2,Plantar fascia,ICDO3_Topography
C49.2,Quadriceps femoris muscle,ICDO3_Topography
"C49.3,""Connective, subcutaneous and other soft tissues of thorax"",ICDO3_Topography"
"C49.3,""Connective, subcutaneous and other soft tissues of axilla"",ICDO3_Topography"
"C49.3,""Connective, subcutaneous and other soft tissues of chest"",ICDO3_Topography"
"C49.3,""Connective, subcutaneous and other soft tissues of chest wall"",ICDO3_Topography"
"C49.3,""Connective, subcutaneous and other soft tissues of thorax"",ICDO3_Topography"
"C49.3,""Connective, subcutaneous and other soft tissues of thoracic wall"",ICDO3_Topography"
"C49.3,""Connective, subcutaneous and other soft tissues of infraclavicular region"",ICDO3_Topography"
"C49.3,""Connective, subcutaneous and other soft tissues of scapular region"",ICDO3_Topography"
"C49.3,""Aorta, NOS"",ICDO3_Topography"
C49.3,Axillary artery,ICDO3_Topography
C49.3,Diaphragm,ICDO3_Topography
C49.3,Intercostal muscle,ICDO3_Topography
C49.3,Internal mammary artery,ICDO3_Topography
C49.3,Latissimus dorsi muscle,ICDO3_Topography
C49.3,Pectoralis major muscle,ICDO3_Topography
C49.3,Subclavian artery,ICDO3_Topography
C49.3,Superior vena cava,ICDO3_Topography
C49.3,Thoracic duct,ICDO3_Topography
C49.3,Trapezius muscle,ICDO3_Topography
"C49.4,""Connective, subcutaneous and other soft tissues of abdomen"",ICDO3_Topography"
"C49.4,""Connective, subcutaneous and other soft tissues of abdomen"",ICDO3_Topography"
"C49.4,""Connective, subcutaneous and other soft tissues of abdominal wall"",ICDO3_Topography"
"C49.4,""Connective, subcutaneous and other soft tissues of umbilicus"",ICDO3_Topography"
C49.4,Abdominal aorta,ICDO3_Topography
C49.4,Abdominal vena cava,ICDO3_Topography
C49.4,Abdominal wall muscle,ICDO3_Topography
C49.4,Celiac artery,ICDO3_Topography
C49.4,Iliopsoas muscle,ICDO3_Topography
C49.4,Inferior vena cava,ICDO3_Topography
C49.4,Mesenteric artery,ICDO3_Topography
C49.4,Psoas muscle,ICDO3_Topography
C49.4,Rectus abdominis muscle,ICDO3_Topography
C49.4,Renal artery,ICDO3_Topography
"C49.4,""Vena cava, NOS"",ICDO3_Topography"
"C49.5,""Connective, subcutaneous and other soft tissues of pelvis"",ICDO3_Topography"
"C49.5,""Connective, subcutaneous and other soft tissues of buttock"",ICDO3_Topography"
"C49.5,""Connective, subcutaneous and other soft tissues of groin"",ICDO3_Topography"
"C49.5,""Connective, subcutaneous and other soft tissues of perineum"",ICDO3_Topography"
"C49.5,""Connective, subcutaneous and other soft tissues of gluteal region"",ICDO3_Topography"
"C49.5,""Connective, subcutaneous and other soft tissues of inguinal region"",ICDO3_Topography"
"C49.5,""Connective, subcutaneous and other soft tissues of sacrococcygeal region"",ICDO3_Topography"
C49.5,Gluteus maximus muscle,ICDO3_Topography
C49.5,Iliac artery,ICDO3_Topography
C49.5,Iliac vein,ICDO3_Topography
"C49.6,""Connective, subcutaneous and other soft tissues of trunk NOS"",ICDO3_Topography"
"C49.6,""Connective, subcutaneous and other soft tissues of back"",ICDO3_Topography"
"C49.6,""Connective, subcutaneous and other soft tissues of flank"",ICDO3_Topography"
"C49.6,""Connective, subcutaneous and other soft tissues of trunk"",ICDO3_Topography"
"C49.8,""Overlapping lesion of connective, subcutaneous and other soft tissues"",ICDO3_Topography"
"C49.9,""Connective, subcutaneous and other soft tissues, NOS"",ICDO3_Topography"
"C49.9,""Adipose tissue, NOS"",ICDO3_Topography"
"C49.9,""Aponeurosis, NOS"",ICDO3_Topography"
"C49.9,""Artery, NOS"",ICDO3_Topography"
"C49.9,""Blood vessel, NOS"",ICDO3_Topography"
"C49.9,""Bursa, NOS"",ICDO3_Topography"
"C49.9,""Connective tissue, NOS"",ICDO3_Topography"
"C49.9,""Fascia, NOS"",ICDO3_Topography"
"C49.9,""Fatty tissue, NOS"",ICDO3_Topography"
"C49.9,""Fibrous tissue, NOS"",ICDO3_Topography"
"C49.9,""Ligament, NOS"",ICDO3_Topography"
"C49.9,""Lymphatic, NOS"",ICDO3_Topography"
"C49.9,""Muscle, NOS"",ICDO3_Topography"
"C49.9,""Skeletal muscle, NOS"",ICDO3_Topography"
"C49.9,""Subcutaneous tissue, NOS"",ICDO3_Topography"
"C49.9,""Synovia, NOS"",ICDO3_Topography"
"C49.9,""Tendon, NOS"",ICDO3_Topography"
"C49.9,""Tendon sheath, NOS"",ICDO3_Topography"
"C49.9,""Vein, NOS"",ICDO3_Topography"
"C49.9,""Vessel, NOS"",ICDO3_Topography"
C50,BREAST,ICDO3_Topography
C50.0,Nipple,ICDO3_Topography
C50.0,Areola,ICDO3_Topography
C50.1,Central portion of breast,ICDO3_Topography
C50.2,Upper-inner quadrant of breast,ICDO3_Topography
C50.3,Lower-inner quadrant of breast,ICDO3_Topography
C50.4,Upper-outer quadrant of breast,ICDO3_Topography
C50.5,Lower-outer quadrant of breast,ICDO3_Topography
C50.6,Axillary tail of breast,ICDO3_Topography
"C50.6,""Tail of breast, NOS"",ICDO3_Topography"
C50.8,Overlapping lesion of breast,ICDO3_Topography
C50.8,Inner breast,ICDO3_Topography
C50.8,Lower breast,ICDO3_Topography
C50.8,Midline of breast,ICDO3_Topography
C50.8,Outer breast,ICDO3_Topography
C50.8,Upper breast,ICDO3_Topography
"C50.9,""Breast, NOS"",ICDO3_Topography"
C50.9,Mammary gland,ICDO3_Topography
C51-C58,FEMALE GENITAL ORGANS,ICDO3_Topography
C51,VULVA,ICDO3_Topography
C51.0,Labium majus,ICDO3_Topography
"C51.0,""Labia majora, NOS"",ICDO3_Topography"
C51.0,Bartholin gland,ICDO3_Topography
C51.0,Skin of labia majora,ICDO3_Topography
C51.1,Labium minus,ICDO3_Topography
C51.1,Labia minora,ICDO3_Topography
C51.2,Clitoris,ICDO3_Topography
C51.8,Overlapping lesion of vulva,ICDO3_Topography
"C51.9,""Vulva, NOS"",ICDO3_Topography"
C51.9,External female genitalia,ICDO3_Topography
C51.9,Fourchette,ICDO3_Topography
"C51.9,""Labia, NOS"",ICDO3_Topography"
"C51.9,""Labium, NOS"",ICDO3_Topography"
C51.9,Mons pubis,ICDO3_Topography
C51.9,Mons veneris,ICDO3_Topography
C51.9,Pudendum,ICDO3_Topography
C51.9,Skin of vulva,ICDO3_Topography
C52,VAGINA,ICDO3_Topography
"C52.9,""Vagina, NOS"",ICDO3_Topography"
C52.9,Vaginal vault,ICDO3_Topography
C52.9,Fornix of vagina,ICDO3_Topography
C52.9,Gartner duct,ICDO3_Topography
C52.9,Hymen,ICDO3_Topography
C53,CERVIX UTERI,ICDO3_Topography
C53.0,Endocervix,ICDO3_Topography
C53.0,Internal os,ICDO3_Topography
C53.0,Cervical canal,ICDO3_Topography
C53.0,Endocervical canal,ICDO3_Topography
C53.0,Endocervical gland,ICDO3_Topography
C53.0,Nabothian gland,ICDO3_Topography
C53.1,Exocervix,ICDO3_Topography
C53.1,External os,ICDO3_Topography
C53.8,Overlapping lesion of cervix uteri,ICDO3_Topography
C53.8,Cervical stump,ICDO3_Topography
C53.8,Squamocolumnar junction of cervix,ICDO3_Topography
C53.9,Cervix uteri,ICDO3_Topography
"C53.9,""Cervix, NOS"",ICDO3_Topography"
C53.9,Uterine cervix,ICDO3_Topography
C54,CORPUS UTERI,ICDO3_Topography
C54.0,Isthmus uteri,ICDO3_Topography
C54.0,Lower uterine segment,ICDO3_Topography
C54.1,Endometrium,ICDO3_Topography
C54.1,Endometrial gland,ICDO3_Topography
C54.1,Endometrial stroma,ICDO3_Topography
C54.2,Myometrium,ICDO3_Topography
C54.3,Fundus uteri,ICDO3_Topography
C54.8,Overlapping lesion of corpus uteri,ICDO3_Topography
C54.9,Corpus uteri,ICDO3_Topography
C54.9,Body of uterus,ICDO3_Topography
"C55,""UTERUS, NOS"",ICDO3_Topography"
"C55.9,""Uterus, NOS"",ICDO3_Topography"
"C55.9,""Uterine, NOS"",ICDO3_Topography"
C56,OVARY,ICDO3_Topography
C56.9,Ovary,ICDO3_Topography
C57,OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS,ICDO3_Topography
C57.0,Fallopian tube,ICDO3_Topography
C57.0,Uterine tube,ICDO3_Topography
C57.1,Broad ligament,ICDO3_Topography
C57.1,Mesovarium,ICDO3_Topography
C57.1,Parovarian region,ICDO3_Topography
C57.2,Round ligament,ICDO3_Topography
C57.3,Parametrium,ICDO3_Topography
C57.3,Uterine ligament,ICDO3_Topography
C57.3,Uterosacral ligament,ICDO3_Topography
C57.3,Uterine adnexa,ICDO3_Topography
"C57.3,""Adnexa, NOS"",ICDO3_Topography"
C57.4,Uterine adnexa,ICDO3_Topography
"C57.4,""Adnexa, NOS"",ICDO3_Topography"
C57.7,Other specified parts of female genital organs,ICDO3_Topography
C57.7,Wolffian body,ICDO3_Topography
C57.7,Wolffian duct,ICDO3_Topography
C57.8,Overlapping lesion of female genital organs,ICDO3_Topography
C57.8,Tubo-ovarian,ICDO3_Topography
C57.8,Utero-ovarian,ICDO3_Topography
"C57.9,""Female genital tract, NOS"",ICDO3_Topography"
"C57.9,""Female genital organs, NOS"",ICDO3_Topography"
"C57.9,""Female genitourinary tract, NOS"",ICDO3_Topography"
C57.9,Urethrovaginal septum,ICDO3_Topography
C57.9,Vesicocervical tissue,ICDO3_Topography
C57.9,Vesicovaginal septum,ICDO3_Topography
C58,PLACENTA,ICDO3_Topography
C58.9,Placenta,ICDO3_Topography
C58.9,Fetal membranes,ICDO3_Topography
C60,PENIS,ICDO3_Topography
C60.0,Prepuce,ICDO3_Topography
C60.0,Foreskin,ICDO3_Topography
C60.1,Glans penis,ICDO3_Topography
C60.2,Body of penis,ICDO3_Topography
C60.2,Corpus cavernosum,ICDO3_Topography
C60.2,Corpus of penis,ICDO3_Topography
C60.8,Overlapping lesion of penis,ICDO3_Topography
"C60.9,""Penis, NOS"",ICDO3_Topography"
C60.9,Skin of penis,ICDO3_Topography
C61,PROSTATE GLAND,ICDO3_Topography
C61.9,Prostate gland,ICDO3_Topography
"C61.9,""Prostate, NOS"",ICDO3_Topography"
C62,TESTIS,ICDO3_Topography
C62.0,Undescended testis,ICDO3_Topography
C62.0,Retained testis,ICDO3_Topography
C62.0,Ectopic testis,ICDO3_Topography
C62.1,Descended testis,ICDO3_Topography
C62.1,Scrotal testis,ICDO3_Topography
"C62.9,""Testis, NOS"",ICDO3_Topography"
"C62.9,""Testicle, NOS"",ICDO3_Topography"
C63,OTHER AND UNSPECIFIED MALE GENITAL ORGANS,ICDO3_Topography
C63.0,Epididymis,ICDO3_Topography
C63.1,Spermatic cord,ICDO3_Topography
C63.1,Vas deferens,ICDO3_Topography
"C63.2,""Scrotum, NOS"",ICDO3_Topography"
C63.2,Skin of scrotum,ICDO3_Topography
C63.7,Other specified parts of male genital organs,ICDO3_Topography
C63.7,Seminal vesicle,ICDO3_Topography
C63.7,Tunica vaginalis,ICDO3_Topography
C63.8,Overlapping lesion of male genital organs,ICDO3_Topography
"C63.9,""Male genital organs, NOS"",ICDO3_Topography"
"C63.9,""Male genital tract, NOS"",ICDO3_Topography"
"C63.9,""Male genitourinary tract, NOS"",ICDO3_Topography"
C64,KIDNEY,ICDO3_Topography
"C64.9,""Kidney, NOS"",ICDO3_Topography"
"C64.9,""Renal, NOS"",ICDO3_Topography"
C64.9,Kidney parenchyma,ICDO3_Topography
C65,RENAL PELVIS,ICDO3_Topography
C65.9,Renal pelvis,ICDO3_Topography
C65.9,Pelvis of kidney,ICDO3_Topography
C65.9,Renal calyces,ICDO3_Topography
C65.9,Renal calyx,ICDO3_Topography
C65.9,Pelviureteric junction,ICDO3_Topography
C66,URETER,ICDO3_Topography
C66.9,Ureter,ICDO3_Topography
C67,BLADDER,ICDO3_Topography
C67.0,Trigone of bladder,ICDO3_Topography
C67.1,Dome of bladder,ICDO3_Topography
C67.2,Lateral wall of bladder,ICDO3_Topography
C67.3,Anterior wall of bladder,ICDO3_Topography
C67.4,Posterior wall of bladder,ICDO3_Topography
C67.5,Bladder neck,ICDO3_Topography
C67.5,Internal urethral orifice,ICDO3_Topography
C67.6,Ureteric orifice,ICDO3_Topography
C67.7,Urachus,ICDO3_Topography
C67.8,Overlapping lesion of bladder,ICDO3_Topography
"C67.9,""Bladder, NOS"",ICDO3_Topography"
"C67.9,""Bladder wall, NOS"",ICDO3_Topography"
"C67.9,""Urinary bladder, NOS"",ICDO3_Topography"
C68,OTHER AND UNSPECIFIED URINARY ORGANS,ICDO3_Topography
C68.0,Urethra,ICDO3_Topography
C68.0,Urethral gland,ICDO3_Topography
C68.0,Cowper gland,ICDO3_Topography
C68.0,Prostatic utricle,ICDO3_Topography
C68.1,Paraurethral gland,ICDO3_Topography
C68.8,Overlapping lesion of urinary organs,ICDO3_Topography
"C68.9,""Urinary system, NOS"",ICDO3_Topography"
C69,EYE AND ADNEXA,ICDO3_Topography
C69.0,Conjunctiva,ICDO3_Topography
"C69.1,""Cornea, NOS"",ICDO3_Topography"
C69.1,Limbus of cornea,ICDO3_Topography
C69.2,Retina,ICDO3_Topography
C69.3,Choroid,ICDO3_Topography
C69.3,Crystalline lens,ICDO3_Topography
C69.4,Ciliary body,ICDO3_Topography
C69.4,Iris,ICDO3_Topography
C69.4,Sclera,ICDO3_Topography
C69.4,Uveal tract,ICDO3_Topography
C69.4,Intraocular,ICDO3_Topography
C69.4,Eyeball,ICDO3_Topography
C69.5,Lacrimal gland,ICDO3_Topography
"C69.5,""Lacrimal duct, NOS"",ICDO3_Topography"
C69.5,Nasal lacrimal duct,ICDO3_Topography
C69.5,Nasolacrimal duct,ICDO3_Topography
C69.5,Lacrimal sac,ICDO3_Topography
"C69.6,""Orbit, NOS"",ICDO3_Topography"
C69.6,Autonomic nervous system of orbit,ICDO3_Topography
C69.6,Connective tissue of orbit,ICDO3_Topography
C69.6,Extraocular muscle,ICDO3_Topography
C69.6,Peripheral nerves of orbit,ICDO3_Topography
C69.6,Retrobulbar tissue,ICDO3_Topography
C69.6,Soft tissue of orbit,ICDO3_Topography
C69.8,Overlapping lesion of eye and adnexa,ICDO3_Topography
"C69.9,""Eye, NOS"",ICDO3_Topography"
C70,MENINGES,ICDO3_Topography
C70.0,Cerebral meninges,ICDO3_Topography
