LEVEL,CODE,DISPLAY,VERSION
,X53.6,"Lack of food, Industrial and Construction Area",ICD_MM
,X53.7,"Lack of food, Farm",ICD_MM
,X53.8,"Lack of food, Other Specified Area",ICD_MM
,X53.9,"Lack of food, Unspecified Place",ICD_MM
,X54,Lack of water,ICD_MM
,X54.0,"Lack of water, Home",ICD_MM
,X54.1,"Lack of water, Residential Institution",ICD_MM
,X54.2,"Lack of water, School, Other Institution and Public Admimistration Area",ICD_MM
,X54.3,"Lack of water, Sports and Athletic Areas",ICD_MM
,X54.4,"Lack of water, Street and Highway",ICD_MM
,X54.5,"Lack of water, Trade and Service Area",ICD_MM
,X54.6,"Lack of water, Industrial and Construction Area",ICD_MM
,X54.7,"Lack of water, Farm",ICD_MM
,X54.8,"Lack of water, Other Specified Area",ICD_MM
,X54.9,"Lack of water, Unspecified Place",ICD_MM
,X57,Unspecified privation,ICD_MM
,X57.0,"Unspecified privation, Home",ICD_MM
,X57.1,"Unspecified privation, Residential Institution",ICD_MM
,X57.2,"Unspecified privation, School, Other Institution and Public Admimistration Area",ICD_MM
,X57.3,"Unspecified privation, Sports and Athletic Areas",ICD_MM
,X57.4,"Unspecified privation, Street and Highway",ICD_MM
,X57.5,"Unspecified privation, Trade and Service Area",ICD_MM
,X57.6,"Unspecified privation, Industrial and Construction Area",ICD_MM
,X57.7,"Unspecified privation, Farm",ICD_MM
,X57.8,"Unspecified privation, Other Specified Area",ICD_MM
,X57.9,"Unspecified privation, Unspecified Place",ICD_MM
,X58,Exposure to other specified factors,ICD_MM
,X58.0,"Exposure to other specified factors, Home",ICD_MM
,X58.1,"Exposure to other specified factors, Residential Institution",ICD_MM
,X58.2,"Exposure to other specified factors, School, Other Institution and Public Admimistration Area",ICD_MM
,X58.3,"Exposure to other specified factors, Sports and Athletic Areas",ICD_MM
,X58.4,"Exposure to other specified factors, Street and Highway",ICD_MM
,X58.5,"Exposure to other specified factors, Trade and Service Area",ICD_MM
,X58.6,"Exposure to other specified factors, Industrial and Construction Area",ICD_MM
,X58.7,"Exposure to other specified factors, Farm",ICD_MM
,X58.8,"Exposure to other specified factors, Other Specified Area",ICD_MM
,X58.9,"Exposure to other specified factors, Unspecified Place",ICD_MM
,X59,Exposure to unspecified factor,ICD_MM
,X59.0,"Exposure to unspecified factor, Home",ICD_MM
,X59.1,"Exposure to unspecified factor, Residential Institution",ICD_MM
,X59.2,"Exposure to unspecified factor, School, Other Institution and Public Admimistration Area",ICD_MM
,X59.3,"Exposure to unspecified factor, Sports and Athletic Areas",ICD_MM
,X59.4,"Exposure to unspecified factor, Street and Highway",ICD_MM
,X59.5,"Exposure to unspecified factor, Trade and Service Area",ICD_MM
,X59.6,"Exposure to unspecified factor, Industrial and Construction Area",ICD_MM
,X59.7,"Exposure to unspecified factor, Farm",ICD_MM
,X59.8,"Exposure to unspecified factor, Other Specified Area",ICD_MM
,X59.9,"Exposure to unspecified factor, Unspecified Place",ICD_MM
,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",ICD_MM
,X60.0,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, Home",ICD_MM
,X60.1,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, Residential Institution",ICD_MM
,X60.2,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, School, Other Institution and Public Admimistration Area",ICD_MM
,X60.3,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, Sports and Athletic Areas",ICD_MM
,X60.4,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, Street and Highway",ICD_MM
,X60.5,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, Trade and Service Area",ICD_MM
,X60.6,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, Industrial and Construction Area",ICD_MM
,X60.7,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, Farm",ICD_MM
,X60.8,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, Other Specified Area",ICD_MM
,X60.9,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, Unspecified Place",ICD_MM
,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",ICD_MM
,X61.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, Home",ICD_MM
,X61.1,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, Residential Institution",ICD_MM
,X61.2,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, School, Other Institution and Public Admimistration Area",ICD_MM
,X61.3,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, Sports and Athletic Areas",ICD_MM
,X61.4,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, Street and Highway",ICD_MM
,X61.5,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, Trade and Service Area",ICD_MM
,X61.6,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, Industrial and Construction Area",ICD_MM
,X61.7,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, Farm",ICD_MM
,X61.8,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, Other Specified Area",ICD_MM
,X61.9,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, Unspecified Place",ICD_MM
,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",ICD_MM
,X62.0,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, Home",ICD_MM
,X62.1,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, Residential Institution",ICD_MM
,X62.2,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, School, Other Institution and Public Admimistration Area",ICD_MM
,X62.3,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, Sports and Athletic Areas",ICD_MM
,X62.4,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, Street and Highway",ICD_MM
,X62.5,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, Trade and Service Area",ICD_MM
,X62.6,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, Industrial and Construction Area",ICD_MM
,X62.7,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, Farm",ICD_MM
,X62.8,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, Other Specified Area",ICD_MM
,X62.9,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, Unspecified Place",ICD_MM
,X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,ICD_MM
,X63.0,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, Home",ICD_MM
,X63.1,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, Residential Institution",ICD_MM
,X63.2,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, School, Other Institution and Public Admimistration Area",ICD_MM
,X63.3,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, Sports and Athletic Areas",ICD_MM
,X63.4,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, Street and Highway",ICD_MM
,X63.5,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, Trade and Service Area",ICD_MM
,X63.6,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, Industrial and Construction Area",ICD_MM
,X63.7,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, Farm",ICD_MM
,X63.8,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, Other Specified Area",ICD_MM
,X63.9,"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system, Unspecified Place",ICD_MM
,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",ICD_MM
,X64.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, Home",ICD_MM
,X64.1,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, Residential Institution",ICD_MM
,X64.2,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, School, Other Institution and Public Admimistration Area",ICD_MM
,X64.3,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, Sports and Athletic Areas",ICD_MM
,X64.4,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, Street and Highway",ICD_MM
,X64.5,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, Trade and Service Area",ICD_MM
,X64.6,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, Industrial and Construction Area",ICD_MM
,X64.7,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, Farm",ICD_MM
,X64.8,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, Other Specified Area",ICD_MM
,X64.9,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, Unspecified Place",ICD_MM
,X65,Intentional self-poisoning by and exposure to alcohol,ICD_MM
,X65.0,"Intentional self-poisoning by and exposure to alcohol, Home",ICD_MM
,X65.1,"Intentional self-poisoning by and exposure to alcohol, Residential Institution",ICD_MM
,X65.2,"Intentional self-poisoning by and exposure to alcohol, School, Other Institution and Public Admimistration Area",ICD_MM
,X65.3,"Intentional self-poisoning by and exposure to alcohol, Sports and Athletic Areas",ICD_MM
,X65.4,"Intentional self-poisoning by and exposure to alcohol, Street and Highway",ICD_MM
,X65.5,"Intentional self-poisoning by and exposure to alcohol, Trade and Service Area",ICD_MM
,X65.6,"Intentional self-poisoning by and exposure to alcohol, Industrial and Construction Area",ICD_MM
,X65.7,"Intentional self-poisoning by and exposure to alcohol, Farm",ICD_MM
,X65.8,"Intentional self-poisoning by and exposure to alcohol, Other Specified Area",ICD_MM
,X65.9,"Intentional self-poisoning by and exposure to alcohol, Unspecified Place",ICD_MM
,X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,ICD_MM
,X66.0,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Home",ICD_MM
,X66.1,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Residential Institution",ICD_MM
,X66.2,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, School, Other Institution and Public Admimistration Area",ICD_MM
,X66.3,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Sports and Athletic Areas",ICD_MM
,X66.4,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Street and Highway",ICD_MM
,X66.5,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Trade and Service Area",ICD_MM
,X66.6,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Industrial and Construction Area",ICD_MM
,X66.7,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Farm",ICD_MM
,X66.8,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Other Specified Area",ICD_MM
,X66.9,"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, Unspecified Place",ICD_MM
,X67,Intentional self-poisoning by and exposure to other gases and vapours,ICD_MM
,X67.0,"Intentional self-poisoning by and exposure to other gases and vapours, Home",ICD_MM
,X67.1,"Intentional self-poisoning by and exposure to other gases and vapours, Residential Institution",ICD_MM
,X67.2,"Intentional self-poisoning by and exposure to other gases and vapours, School, Other Institution and Public Admimistration Area",ICD_MM
,X67.3,"Intentional self-poisoning by and exposure to other gases and vapours, Sports and Athletic Areas",ICD_MM
,X67.4,"Intentional self-poisoning by and exposure to other gases and vapours, Street and Highway",ICD_MM
,X67.5,"Intentional self-poisoning by and exposure to other gases and vapours, Trade and Service Area",ICD_MM
,X67.6,"Intentional self-poisoning by and exposure to other gases and vapours, Industrial and Construction Area",ICD_MM
,X67.7,"Intentional self-poisoning by and exposure to other gases and vapours, Farm",ICD_MM
,X67.8,"Intentional self-poisoning by and exposure to other gases and vapours, Other Specified Area",ICD_MM
,X67.9,"Intentional self-poisoning by and exposure to other gases and vapours, Unspecified Place",ICD_MM
,X68,Intentional self-poisoning by and exposure to pesticides,ICD_MM
,X68.0,"Intentional self-poisoning by and exposure to pesticides, Home",ICD_MM
,X68.1,"Intentional self-poisoning by and exposure to pesticides, Residential Institution",ICD_MM
,X68.2,"Intentional self-poisoning by and exposure to pesticides, School, Other Institution and Public Admimistration Area",ICD_MM
,X68.3,"Intentional self-poisoning by and exposure to pesticides, Sports and Athletic Areas",ICD_MM
,X68.4,"Intentional self-poisoning by and exposure to pesticides, Street and Highway",ICD_MM
,X68.5,"Intentional self-poisoning by and exposure to pesticides, Trade and Service Area",ICD_MM
,X68.6,"Intentional self-poisoning by and exposure to pesticides, Industrial and Construction Area",ICD_MM
,X68.7,"Intentional self-poisoning by and exposure to pesticides, Farm",ICD_MM
,X68.8,"Intentional self-poisoning by and exposure to pesticides, Other Specified Area",ICD_MM
,X68.9,"Intentional self-poisoning by and exposure to pesticides, Unspecified Place",ICD_MM
,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,ICD_MM
,X69.0,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Home",ICD_MM
,X69.1,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Residential Institution",ICD_MM
,X69.2,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, School, Other Institution and Public Admimistration Area",ICD_MM
,X69.3,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Sports and Athletic Areas",ICD_MM
,X69.4,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Street and Highway",ICD_MM
,X69.5,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Trade and Service Area",ICD_MM
,X69.6,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Industrial and Construction Area",ICD_MM
,X69.7,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Farm",ICD_MM
,X69.8,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Other Specified Area",ICD_MM
,X69.9,"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances, Unspecified Place",ICD_MM
,X70,"Intentional self-harm by hanging, strangulation and suffocation",ICD_MM
,X70.0,"Intentional self-harm by hanging, strangulation and suffocation, Home",ICD_MM
,X70.1,"Intentional self-harm by hanging, strangulation and suffocation, Residential Institution",ICD_MM
,X70.2,"Intentional self-harm by hanging, strangulation and suffocation, School, Other Institution and Public Admimistration Area",ICD_MM
,X70.3,"Intentional self-harm by hanging, strangulation and suffocation, Sports and Athletic Areas",ICD_MM
,X70.4,"Intentional self-harm by hanging, strangulation and suffocation, Street and Highway",ICD_MM
,X70.5,"Intentional self-harm by hanging, strangulation and suffocation, Trade and Service Area",ICD_MM
,X70.6,"Intentional self-harm by hanging, strangulation and suffocation, Industrial and Construction Area",ICD_MM
,X70.7,"Intentional self-harm by hanging, strangulation and suffocation, Farm",ICD_MM
,X70.8,"Intentional self-harm by hanging, strangulation and suffocation, Other Specified Area",ICD_MM
,X70.9,"Intentional self-harm by hanging, strangulation and suffocation, Unspecified Place",ICD_MM
,X71,Intentional self-harm by drowning and submersion,ICD_MM
,X71.0,"Intentional self-harm by drowning and submersion, Home",ICD_MM
,X71.1,"Intentional self-harm by drowning and submersion, Residential Institution",ICD_MM
,X71.2,"Intentional self-harm by drowning and submersion, School, Other Institution and Public Admimistration Area",ICD_MM
,X71.3,"Intentional self-harm by drowning and submersion, Sports and Athletic Areas",ICD_MM
,X71.4,"Intentional self-harm by drowning and submersion, Street and Highway",ICD_MM
,X71.5,"Intentional self-harm by drowning and submersion, Trade and Service Area",ICD_MM
,X71.6,"Intentional self-harm by drowning and submersion, Industrial and Construction Area",ICD_MM
,X71.7,"Intentional self-harm by drowning and submersion, Farm",ICD_MM
,X71.8,"Intentional self-harm by drowning and submersion, Other Specified Area",ICD_MM
,X71.9,"Intentional self-harm by drowning and submersion, Unspecified Place",ICD_MM
,X72,Intentional self-harm by handgun discharge,ICD_MM
,X72.0,"Intentional self-harm by handgun discharge, Home",ICD_MM
,X72.1,"Intentional self-harm by handgun discharge, Residential Institution",ICD_MM
,X72.2,"Intentional self-harm by handgun discharge, School, Other Institution and Public Admimistration Area",ICD_MM
,X72.3,"Intentional self-harm by handgun discharge, Sports and Athletic Areas",ICD_MM
,X72.4,"Intentional self-harm by handgun discharge, Street and Highway",ICD_MM
,X72.5,"Intentional self-harm by handgun discharge, Trade and Service Area",ICD_MM
,X72.6,"Intentional self-harm by handgun discharge, Industrial and Construction Area",ICD_MM
,X72.7,"Intentional self-harm by handgun discharge, Farm",ICD_MM
,X72.8,"Intentional self-harm by handgun discharge, Other Specified Area",ICD_MM
,X72.9,"Intentional self-harm by handgun discharge, Unspecified Place",ICD_MM
,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",ICD_MM
,X73.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Home",ICD_MM
,X73.1,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Residential Institution",ICD_MM
,X73.2,"Intentional self-harm by rifle, shotgun and larger firearm discharge, School, Other Institution and Public Admimistration Area",ICD_MM
,X73.3,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Sports and Athletic Areas",ICD_MM
,X73.4,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Street and Highway",ICD_MM
,X73.5,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Trade and Service Area",ICD_MM
,X73.6,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Industrial and Construction Area",ICD_MM
,X73.7,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Farm",ICD_MM
,X73.8,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Other Specified Area",ICD_MM
,X73.9,"Intentional self-harm by rifle, shotgun and larger firearm discharge, Unspecified Place",ICD_MM
,X74,Intentional self-harm by other and unspecified firearm discharge,ICD_MM
,X74.0,"Intentional self-harm by other and unspecified firearm discharge, Home",ICD_MM
,X74.1,"Intentional self-harm by other and unspecified firearm discharge, Residential Institution",ICD_MM
,X74.2,"Intentional self-harm by other and unspecified firearm discharge, School, Other Institution and Public Admimistration Area",ICD_MM
,X74.3,"Intentional self-harm by other and unspecified firearm discharge, Sports and Athletic Areas",ICD_MM
,X74.4,"Intentional self-harm by other and unspecified firearm discharge, Street and Highway",ICD_MM
,X74.5,"Intentional self-harm by other and unspecified firearm discharge, Trade and Service Area",ICD_MM
,X74.6,"Intentional self-harm by other and unspecified firearm discharge, Industrial and Construction Area",ICD_MM
,X74.7,"Intentional self-harm by other and unspecified firearm discharge, Farm",ICD_MM
,X74.8,"Intentional self-harm by other and unspecified firearm discharge, Other Specified Area",ICD_MM
,X74.9,"Intentional self-harm by other and unspecified firearm discharge, Unspecified Place",ICD_MM
,X75,Intentional self-harm by explosive material,ICD_MM
,X75.0,"Intentional self-harm by explosive material, Home",ICD_MM
,X75.1,"Intentional self-harm by explosive material, Residential Institution",ICD_MM
,X75.2,"Intentional self-harm by explosive material, School, Other Institution and Public Admimistration Area",ICD_MM
,X75.3,"Intentional self-harm by explosive material, Sports and Athletic Areas",ICD_MM
,X75.4,"Intentional self-harm by explosive material, Street and Highway",ICD_MM
,X75.5,"Intentional self-harm by explosive material, Trade and Service Area",ICD_MM
,X75.6,"Intentional self-harm by explosive material, Industrial and Construction Area",ICD_MM
,X75.7,"Intentional self-harm by explosive material, Farm",ICD_MM
,X75.8,"Intentional self-harm by explosive material, Other Specified Area",ICD_MM
,X75.9,"Intentional self-harm by explosive material, Unspecified Place",ICD_MM
,X76,"Intentional self-harm by smoke, fire and flames",ICD_MM
,X76.0,"Intentional self-harm by smoke, fire and flames, Home",ICD_MM
,X76.1,"Intentional self-harm by smoke, fire and flames, Residential Institution",ICD_MM
,X76.2,"Intentional self-harm by smoke, fire and flames, School, Other Institution and Public Admimistration Area",ICD_MM
,X76.3,"Intentional self-harm by smoke, fire and flames, Sports and Athletic Areas",ICD_MM
,X76.4,"Intentional self-harm by smoke, fire and flames, Street and Highway",ICD_MM
,X76.5,"Intentional self-harm by smoke, fire and flames, Trade and Service Area",ICD_MM
,X76.6,"Intentional self-harm by smoke, fire and flames, Industrial and Construction Area",ICD_MM
,X76.7,"Intentional self-harm by smoke, fire and flames, Farm",ICD_MM
,X76.8,"Intentional self-harm by smoke, fire and flames, Other Specified Area",ICD_MM
,X76.9,"Intentional self-harm by smoke, fire and flames, Unspecified Place",ICD_MM
,X77,"Intentional self-harm by steam, hot vapours and hot objects",ICD_MM
,X77.0,"Intentional self-harm by steam, hot vapours and hot objects, Home",ICD_MM
,X77.1,"Intentional self-harm by steam, hot vapours and hot objects, Residential Institution",ICD_MM
,X77.2,"Intentional self-harm by steam, hot vapours and hot objects, School, Other Institution and Public Admimistration Area",ICD_MM
,X77.3,"Intentional self-harm by steam, hot vapours and hot objects, Sports and Athletic Areas",ICD_MM
,X77.4,"Intentional self-harm by steam, hot vapours and hot objects, Street and Highway",ICD_MM
,X77.5,"Intentional self-harm by steam, hot vapours and hot objects, Trade and Service Area",ICD_MM
,X77.6,"Intentional self-harm by steam, hot vapours and hot objects, Industrial and Construction Area",ICD_MM
,X77.7,"Intentional self-harm by steam, hot vapours and hot objects, Farm",ICD_MM
,X77.8,"Intentional self-harm by steam, hot vapours and hot objects, Other Specified Area",ICD_MM
,X77.9,"Intentional self-harm by steam, hot vapours and hot objects, Unspecified Place",ICD_MM
,X78,Intentional self-harm by sharp object,ICD_MM
,X78.0,"Intentional self-harm by sharp object, Home",ICD_MM
,X78.1,"Intentional self-harm by sharp object, Residential Institution",ICD_MM
,X78.2,"Intentional self-harm by sharp object, School, Other Institution and Public Admimistration Area",ICD_MM
,X78.3,"Intentional self-harm by sharp object, Sports and Athletic Areas",ICD_MM
,X78.4,"Intentional self-harm by sharp object, Street and Highway",ICD_MM
,X78.5,"Intentional self-harm by sharp object, Trade and Service Area",ICD_MM
,X78.6,"Intentional self-harm by sharp object, Industrial and Construction Area",ICD_MM
,X78.7,"Intentional self-harm by sharp object, Farm",ICD_MM
,X78.8,"Intentional self-harm by sharp object, Other Specified Area",ICD_MM
,X78.9,"Intentional self-harm by sharp object, Unspecified Place",ICD_MM
,X79,Intentional self-harm by blunt object,ICD_MM
,X79.0,"Intentional self-harm by blunt object, Home",ICD_MM
,X79.1,"Intentional self-harm by blunt object, Residential Institution",ICD_MM
,X79.2,"Intentional self-harm by blunt object, School, Other Institution and Public Admimistration Area",ICD_MM
,X79.3,"Intentional self-harm by blunt object, Sports and Athletic Areas",ICD_MM
,X79.4,"Intentional self-harm by blunt object, Street and Highway",ICD_MM
,X79.5,"Intentional self-harm by blunt object, Trade and Service Area",ICD_MM
,X79.6,"Intentional self-harm by blunt object, Industrial and Construction Area",ICD_MM
,X79.7,"Intentional self-harm by blunt object, Farm",ICD_MM
,X79.8,"Intentional self-harm by blunt object, Other Specified Area",ICD_MM
,X79.9,"Intentional self-harm by blunt object, Unspecified Place",ICD_MM
,X80,Intentional self-harm by jumping from a high place,ICD_MM
,X80.0,"Intentional self-harm by jumping from a high place, Home",ICD_MM
,X80.1,"Intentional self-harm by jumping from a high place, Residential Institution",ICD_MM
,X80.2,"Intentional self-harm by jumping from a high place, School, Other Institution and Public Admimistration Area",ICD_MM
,X80.3,"Intentional self-harm by jumping from a high place, Sports and Athletic Areas",ICD_MM
,X80.4,"Intentional self-harm by jumping from a high place, Street and Highway",ICD_MM
,X80.5,"Intentional self-harm by jumping from a high place, Trade and Service Area",ICD_MM
,X80.6,"Intentional self-harm by jumping from a high place, Industrial and Construction Area",ICD_MM
,X80.7,"Intentional self-harm by jumping from a high place, Farm",ICD_MM
,X80.8,"Intentional self-harm by jumping from a high place, Other Specified Area",ICD_MM
,X80.9,"Intentional self-harm by jumping from a high place, Unspecified Place",ICD_MM
,X81,Intentional self-harm by jumping or lying before moving object,ICD_MM
,X81.0,"Intentional self-harm by jumping or lying before moving object, Home",ICD_MM
,X81.1,"Intentional self-harm by jumping or lying before moving object, Residential Institution",ICD_MM
,X81.2,"Intentional self-harm by jumping or lying before moving object, School, Other Institution and Public Admimistration Area",ICD_MM
,X81.3,"Intentional self-harm by jumping or lying before moving object, Sports and Athletic Areas",ICD_MM
,X81.4,"Intentional self-harm by jumping or lying before moving object, Street and Highway",ICD_MM
,X81.5,"Intentional self-harm by jumping or lying before moving object, Trade and Service Area",ICD_MM
,X81.6,"Intentional self-harm by jumping or lying before moving object, Industrial and Construction Area",ICD_MM
,X81.7,"Intentional self-harm by jumping or lying before moving object, Farm",ICD_MM
,X81.8,"Intentional self-harm by jumping or lying before moving object, Other Specified Area",ICD_MM
,X81.9,"Intentional self-harm by jumping or lying before moving object, Unspecified Place",ICD_MM
,X82,Intentional self-harm by crashing of motor vehicle,ICD_MM
,X82.0,"Intentional self-harm by crashing of motor vehicle, Home",ICD_MM
,X82.1,"Intentional self-harm by crashing of motor vehicle, Residential Institution",ICD_MM
,X82.2,"Intentional self-harm by crashing of motor vehicle, School, Other Institution and Public Admimistration Area",ICD_MM
,X82.3,"Intentional self-harm by crashing of motor vehicle, Sports and Athletic Areas",ICD_MM
,X82.4,"Intentional self-harm by crashing of motor vehicle, Street and Highway",ICD_MM
,X82.5,"Intentional self-harm by crashing of motor vehicle, Trade and Service Area",ICD_MM
,X82.6,"Intentional self-harm by crashing of motor vehicle, Industrial and Construction Area",ICD_MM
,X82.7,"Intentional self-harm by crashing of motor vehicle, Farm",ICD_MM
,X82.8,"Intentional self-harm by crashing of motor vehicle, Other Specified Area",ICD_MM
,X82.9,"Intentional self-harm by crashing of motor vehicle, Unspecified Place",ICD_MM
,X83,Intentional self-harm by other specified means,ICD_MM
,X83.0,"Intentional self-harm by other specified means, Home",ICD_MM
,X83.1,"Intentional self-harm by other specified means, Residential Institution",ICD_MM
,X83.2,"Intentional self-harm by other specified means, School, Other Institution and Public Admimistration Area",ICD_MM
,X83.3,"Intentional self-harm by other specified means, Sports and Athletic Areas",ICD_MM
,X83.4,"Intentional self-harm by other specified means, Street and Highway",ICD_MM
,X83.5,"Intentional self-harm by other specified means, Trade and Service Area",ICD_MM
,X83.6,"Intentional self-harm by other specified means, Industrial and Construction Area",ICD_MM
,X83.7,"Intentional self-harm by other specified means, Farm",ICD_MM
,X83.8,"Intentional self-harm by other specified means, Other Specified Area",ICD_MM
,X83.9,"Intentional self-harm by other specified means, Unspecified Place",ICD_MM
,X84,Intentional self-harm by unspecified means,ICD_MM
,X84.0,"Intentional self-harm by unspecified means, Home",ICD_MM
