LEVEL,CODE,DISPLAY,VERSION
,V33.3,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident",ICD_MM
,V33.4,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Person injured while boarding or alighting",ICD_MM
,V33.5,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Driver injured in traffic accident",ICD_MM
,V33.6,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Passenger injured in traffic accident",ICD_MM
,V33.7,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident",ICD_MM
,V33.9,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident",ICD_MM
,V34,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus,ICD_MM
,V34.0,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident,ICD_MM
,V34.1,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident,ICD_MM
,V34.2,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V34.3,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,ICD_MM
,V34.4,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting,ICD_MM
,V34.5,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident,ICD_MM
,V34.6,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident,ICD_MM
,V34.7,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident,ICD_MM
,V34.9,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,ICD_MM
,V35,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle,ICD_MM
,V35.0,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident,ICD_MM
,V35.1,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident,ICD_MM
,V35.2,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V35.3,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,ICD_MM
,V35.4,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Person injured while boarding or alighting,ICD_MM
,V35.5,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Driver injured in traffic accident,ICD_MM
,V35.6,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Passenger injured in traffic accident,ICD_MM
,V35.7,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in traffic accident,ICD_MM
,V35.9,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,ICD_MM
,V36,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle,ICD_MM
,V36.0,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident,ICD_MM
,V36.1,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident,ICD_MM
,V36.2,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V36.3,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,ICD_MM
,V36.4,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Person injured while boarding or alighting,ICD_MM
,V36.5,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Driver injured in traffic accident,ICD_MM
,V36.6,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Passenger injured in traffic accident,ICD_MM
,V36.7,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in traffic accident,ICD_MM
,V36.9,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,ICD_MM
,V37,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object,ICD_MM
,V37.0,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Driver injured in nontraffic accident,ICD_MM
,V37.1,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Passenger injured in nontraffic accident,ICD_MM
,V37.2,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V37.3,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,ICD_MM
,V37.4,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Person injured while boarding or alighting,ICD_MM
,V37.5,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Driver injured in traffic accident,ICD_MM
,V37.6,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Passenger injured in traffic accident,ICD_MM
,V37.7,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Person on outside of vehicle injured in traffic accident,ICD_MM
,V37.9,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,ICD_MM
,V38,Occupant of three-wheeled motor vehicle injured in noncollision transport accident,ICD_MM
,V38.0,Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Driver injured in nontraffic accident,ICD_MM
,V38.1,Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Passenger injured in nontraffic accident,ICD_MM
,V38.2,Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V38.3,Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,ICD_MM
,V38.4,Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Person injured while boarding or alighting,ICD_MM
,V38.5,Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Driver injured in traffic accident,ICD_MM
,V38.6,Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Passenger injured in traffic accident,ICD_MM
,V38.7,Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Person on outside of vehicle injured in traffic accident,ICD_MM
,V38.9,Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,ICD_MM
,V39,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents,ICD_MM
,V39.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,ICD_MM
,V39.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,ICD_MM
,V39.2,Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident,ICD_MM
,V39.3,Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident,ICD_MM
,V39.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident,ICD_MM
,V39.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,ICD_MM
,V39.6,Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident,ICD_MM
,V39.8,Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents,ICD_MM
,V39.9,Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident,ICD_MM
,V40,Car occupant injured in collision with pedestrian or animal,ICD_MM
,V40.0,Car occupant injured in collision with pedestrian or animal: Driver injured in nontraffic accident,ICD_MM
,V40.1,Car occupant injured in collision with pedestrian or animal: Passenger injured in nontraffic accident,ICD_MM
,V40.2,Car occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V40.3,Car occupant injured in collision with pedestrian or animal: Unspecified car occupant injured in nontraffic accident,ICD_MM
,V40.4,Car occupant injured in collision with pedestrian or animal: Person injured while boarding or alighting,ICD_MM
,V40.5,Car occupant injured in collision with pedestrian or animal: Driver injured in traffic accident,ICD_MM
,V40.6,Car occupant injured in collision with pedestrian or animal: Passenger injured in traffic accident,ICD_MM
,V40.7,Car occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident,ICD_MM
,V40.9,Car occupant injured in collision with pedestrian or animal: Unspecified car occupant injured in traffic accident,ICD_MM
,V41,Car occupant injured in collision with pedal cycle,ICD_MM
,V41.0,Car occupant injured in collision with pedal cycle: Driver injured in nontraffic accident,ICD_MM
,V41.1,Car occupant injured in collision with pedal cycle: Passenger injured in nontraffic accident,ICD_MM
,V41.2,Car occupant injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V41.3,Car occupant injured in collision with pedal cycle: Unspecified car occupant injured in nontraffic accident,ICD_MM
,V41.4,Car occupant injured in collision with pedal cycle: Person injured while boarding or alighting,ICD_MM
,V41.5,Car occupant injured in collision with pedal cycle: Driver injured in traffic accident,ICD_MM
,V41.6,Car occupant injured in collision with pedal cycle: Passenger injured in traffic accident,ICD_MM
,V41.7,Car occupant injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident,ICD_MM
,V41.9,Car occupant injured in collision with pedal cycle: Unspecified car occupant injured in traffic accident,ICD_MM
,V42,Car occupant injured in collision with two- or three-wheeled motor vehicle,ICD_MM
,V42.0,Car occupant injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident,ICD_MM
,V42.1,Car occupant injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident,ICD_MM
,V42.2,Car occupant injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V42.3,Car occupant injured in collision with two- or three-wheeled motor vehicle: Unspecified car occupant injured in nontraffic accident,ICD_MM
,V42.4,Car occupant injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting,ICD_MM
,V42.5,Car occupant injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident,ICD_MM
,V42.6,Car occupant injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident,ICD_MM
,V42.7,Car occupant injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in traffic accident,ICD_MM
,V42.9,Car occupant injured in collision with two- or three-wheeled motor vehicle: Unspecified car occupant injured in traffic accident,ICD_MM
,V43,"Car occupant injured in collision with car, pick-up truck or van",ICD_MM
,V43.0,"Car occupant injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident",ICD_MM
,V43.1,"Car occupant injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident",ICD_MM
,V43.2,"Car occupant injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident",ICD_MM
,V43.3,"Car occupant injured in collision with car, pick-up truck or van: Unspecified car occupant injured in nontraffic accident",ICD_MM
,V43.4,"Car occupant injured in collision with car, pick-up truck or van: Person injured while boarding or alighting",ICD_MM
,V43.5,"Car occupant injured in collision with car, pick-up truck or van: Driver injured in traffic accident",ICD_MM
,V43.6,"Car occupant injured in collision with car, pick-up truck or van: Passenger injured in traffic accident",ICD_MM
,V43.7,"Car occupant injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident",ICD_MM
,V43.9,"Car occupant injured in collision with car, pick-up truck or van: Unspecified car occupant injured in traffic accident",ICD_MM
,V44,Car occupant injured in collision with heavy transport vehicle or bus,ICD_MM
,V44.0,Car occupant injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident,ICD_MM
,V44.1,Car occupant injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident,ICD_MM
,V44.2,Car occupant injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V44.3,Car occupant injured in collision with heavy transport vehicle or bus: Unspecified car occupant injured in nontraffic accident,ICD_MM
,V44.4,Car occupant injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting,ICD_MM
,V44.5,Car occupant injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident,ICD_MM
,V44.6,Car occupant injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident,ICD_MM
,V44.7,Car occupant injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident,ICD_MM
,V44.9,Car occupant injured in collision with heavy transport vehicle or bus: Unspecified car occupant injured in traffic accident,ICD_MM
,V45,Car occupant injured in collision with railway train or railway vehicle,ICD_MM
,V45.0,Car occupant injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident,ICD_MM
,V45.1,Car occupant injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident,ICD_MM
,V45.2,Car occupant injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V45.3,Car occupant injured in collision with railway train or railway vehicle: Unspecified car occupant injured in nontraffic accident,ICD_MM
,V45.4,Car occupant injured in collision with railway train or railway vehicle: Person injured while boarding or alighting,ICD_MM
,V45.5,Car occupant injured in collision with railway train or railway vehicle: Driver injured in traffic accident,ICD_MM
,V45.6,Car occupant injured in collision with railway train or railway vehicle: Passenger injured in traffic accident,ICD_MM
,V45.7,Car occupant injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in traffic accident,ICD_MM
,V45.9,Car occupant injured in collision with railway train or railway vehicle: Unspecified car occupant injured in traffic accident,ICD_MM
,V46,Car occupant injured in collision with other nonmotor vehicle,ICD_MM
,V46.0,Car occupant injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident,ICD_MM
,V46.1,Car occupant injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident,ICD_MM
,V46.2,Car occupant injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V46.3,Car occupant injured in collision with other nonmotor vehicle: Unspecified car occupant injured in nontraffic accident,ICD_MM
,V46.4,Car occupant injured in collision with other nonmotor vehicle: Person injured while boarding or alighting,ICD_MM
,V46.5,Car occupant injured in collision with other nonmotor vehicle: Driver injured in traffic accident,ICD_MM
,V46.6,Car occupant injured in collision with other nonmotor vehicle: Passenger injured in traffic accident,ICD_MM
,V46.7,Car occupant injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in traffic accident,ICD_MM
,V46.9,Car occupant injured in collision with other nonmotor vehicle: Unspecified car occupant injured in traffic accident,ICD_MM
,V47,Car occupant injured in collision with fixed or stationary object,ICD_MM
,V47.0,Car occupant injured in collision with fixed or stationary object: Driver injured in nontraffic accident,ICD_MM
,V47.1,Car occupant injured in collision with fixed or stationary object: Passenger injured in nontraffic accident,ICD_MM
,V47.2,Car occupant injured in collision with fixed or stationary object: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V47.3,Car occupant injured in collision with fixed or stationary object: Unspecified car occupant injured in nontraffic accident,ICD_MM
,V47.4,Car occupant injured in collision with fixed or stationary object: Person injured while boarding or alighting,ICD_MM
,V47.5,Car occupant injured in collision with fixed or stationary object: Driver injured in traffic accident,ICD_MM
,V47.6,Car occupant injured in collision with fixed or stationary object: Passenger injured in traffic accident,ICD_MM
,V47.7,Car occupant injured in collision with fixed or stationary object: Person on outside of vehicle injured in traffic accident,ICD_MM
,V47.9,Car occupant injured in collision with fixed or stationary object: Unspecified car occupant injured in traffic accident,ICD_MM
,V48,Car occupant injured in noncollision transport accident,ICD_MM
,V48.0,Car occupant injured in noncollision transport accident: Driver injured in nontraffic accident,ICD_MM
,V48.1,Car occupant injured in noncollision transport accident: Passenger injured in nontraffic accident,ICD_MM
,V48.2,Car occupant injured in noncollision transport accident: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V48.3,Car occupant injured in noncollision transport accident: Unspecified car occupant injured in nontraffic accident,ICD_MM
,V48.4,Car occupant injured in noncollision transport accident: Person injured while boarding or alighting,ICD_MM
,V48.5,Car occupant injured in noncollision transport accident: Driver injured in traffic accident,ICD_MM
,V48.6,Car occupant injured in noncollision transport accident: Passenger injured in traffic accident,ICD_MM
,V48.7,Car occupant injured in noncollision transport accident: Person on outside of vehicle injured in traffic accident,ICD_MM
,V48.9,Car occupant injured in noncollision transport accident: Unspecified car occupant injured in traffic accident,ICD_MM
,V49,Car occupant injured in other and unspecified transport accidents,ICD_MM
,V49.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,ICD_MM
,V49.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,ICD_MM
,V49.2,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident,ICD_MM
,V49.3,Car occupant [any] injured in unspecified nontraffic accident,ICD_MM
,V49.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident,ICD_MM
,V49.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,ICD_MM
,V49.6,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident,ICD_MM
,V49.8,Car occupant [any] injured in other specified transport accidents,ICD_MM
,V49.9,Car occupant [any] injured in unspecified traffic accident,ICD_MM
,V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal,ICD_MM
,V50.0,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Driver injured in nontraffic accident,ICD_MM
,V50.1,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Passenger injured in nontraffic accident,ICD_MM
,V50.2,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V50.3,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Unspecified occupant of pick-up truck or van injured in nontraffic accident,ICD_MM
,V50.4,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Person injured while boarding or alighting,ICD_MM
,V50.5,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Driver injured in traffic accident,ICD_MM
,V50.6,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Passenger injured in traffic accident,ICD_MM
,V50.7,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident,ICD_MM
,V50.9,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Unspecified occupant of pick-up truck or van injured in traffic accident,ICD_MM
,V51,Occupant of pick-up truck or van injured in collision with pedal cycle,ICD_MM
,V51.0,Occupant of pick-up truck or van injured in collision with pedal cycle: Driver injured in nontraffic accident,ICD_MM
,V51.1,Occupant of pick-up truck or van injured in collision with pedal cycle: Passenger injured in nontraffic accident,ICD_MM
,V51.2,Occupant of pick-up truck or van injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V51.3,Occupant of pick-up truck or van injured in collision with pedal cycle: Unspecified occupant of pick-up truck or van injured in nontraffic accident,ICD_MM
,V51.4,Occupant of pick-up truck or van injured in collision with pedal cycle: Person injured while boarding or alighting,ICD_MM
,V51.5,Occupant of pick-up truck or van injured in collision with pedal cycle: Driver injured in traffic accident,ICD_MM
,V51.6,Occupant of pick-up truck or van injured in collision with pedal cycle: Passenger injured in traffic accident,ICD_MM
,V51.7,Occupant of pick-up truck or van injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident,ICD_MM
,V51.9,Occupant of pick-up truck or van injured in collision with pedal cycle: Unspecified occupant of pick-up truck or van injured in traffic accident,ICD_MM
,V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle,ICD_MM
,V52.0,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident,ICD_MM
,V52.1,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident,ICD_MM
,V52.2,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V52.3,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of pick-up truck or van injured in nontraffic accident,ICD_MM
,V52.4,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting,ICD_MM
,V52.5,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident,ICD_MM
,V52.6,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident,ICD_MM
,V52.7,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in traffic accident,ICD_MM
,V52.9,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of pick-up truck or van injured in traffic accident,ICD_MM
,V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van",ICD_MM
,V53.0,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident",ICD_MM
,V53.1,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident",ICD_MM
,V53.2,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident",ICD_MM
,V53.3,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident",ICD_MM
,V53.4,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting",ICD_MM
,V53.5,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident",ICD_MM
,V53.6,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident",ICD_MM
,V53.7,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident",ICD_MM
,V53.9,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in traffic accident",ICD_MM
,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,ICD_MM
,V54.0,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident,ICD_MM
,V54.1,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident,ICD_MM
,V54.2,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V54.3,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in nontraffic accident,ICD_MM
,V54.4,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting,ICD_MM
,V54.5,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident,ICD_MM
,V54.6,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident,ICD_MM
,V54.7,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident,ICD_MM
,V54.9,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in traffic accident,ICD_MM
,V55,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle,ICD_MM
,V55.0,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident,ICD_MM
,V55.1,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident,ICD_MM
,V55.2,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V55.3,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Unspecified occupant of pick-up truck or van injured in nontraffic accident,ICD_MM
,V55.4,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person injured while boarding or alighting,ICD_MM
,V55.5,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in traffic accident,ICD_MM
,V55.6,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in traffic accident,ICD_MM
,V55.7,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in traffic accident,ICD_MM
,V55.9,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Unspecified occupant of pick-up truck or van injured in traffic accident,ICD_MM
,V56,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle,ICD_MM
,V56.0,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident,ICD_MM
,V56.1,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident,ICD_MM
,V56.2,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V56.3,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Unspecified occupant of pick-up truck or van injured in nontraffic accident,ICD_MM
,V56.4,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Person injured while boarding or alighting,ICD_MM
,V56.5,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Driver injured in traffic accident,ICD_MM
,V56.6,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Passenger injured in traffic accident,ICD_MM
,V56.7,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in traffic accident,ICD_MM
,V56.9,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Unspecified occupant of pick-up truck or van injured in traffic accident,ICD_MM
,V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object,ICD_MM
,V57.0,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Driver injured in nontraffic accident,ICD_MM
,V57.1,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Passenger injured in nontraffic accident,ICD_MM
,V57.2,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V57.3,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Unspecified occupant of pick-up truck or van injured in nontraffic accident,ICD_MM
,V57.4,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Person injured while boarding or alighting,ICD_MM
,V57.5,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Driver injured in traffic accident,ICD_MM
,V57.6,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Passenger injured in traffic accident,ICD_MM
,V57.7,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Person on outside of vehicle injured in traffic accident,ICD_MM
,V57.9,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Unspecified occupant of pick-up truck or van injured in traffic accident,ICD_MM
,V58,Occupant of pick-up truck or van injured in noncollision transport accident,ICD_MM
,V58.0,Occupant of pick-up truck or van injured in noncollision transport accident: Driver injured in nontraffic accident,ICD_MM
,V58.1,Occupant of pick-up truck or van injured in noncollision transport accident: Passenger injured in nontraffic accident,ICD_MM
,V58.2,Occupant of pick-up truck or van injured in noncollision transport accident: Person on outside of vehicle injured in nontraffic accident,ICD_MM
,V58.3,Occupant of pick-up truck or van injured in noncollision transport accident: Unspecified occupant of pick-up truck or van injured in nontraffic accident,ICD_MM
,V58.4,Occupant of pick-up truck or van injured in noncollision transport accident: Person injured while boarding or alighting,ICD_MM
,V58.5,Occupant of pick-up truck or van injured in noncollision transport accident: Driver injured in traffic accident,ICD_MM
,V58.6,Occupant of pick-up truck or van injured in noncollision transport accident: Passenger injured in traffic accident,ICD_MM
